,ead_id,Term,Matched_Times,Matched_From,Matched_Paragraph
10,umich-bhl-2014031,Native,2,scopecontent,"The Web Archive of Michigan's Ethnic and Cultural Communities collection contains archived websites created by various ethnic and cultural communities of the State of Michigan. The websites have been archived by the Bentley Historical Library, using the California Digital Library Web Archiving Service crawler from 2010-2015 and the Archive-It web archiving service beginning in 2015. Access to all websites archived by the Bentley Historical Library is available at: https://archive-it.org/organizations/934.,  Web Archives include websites of African American, Arab American, Native American, Asian American and other ethnic communities and organizations who call the state of Michigan home. The collection is especially strong in documenting African American, Arab American, and Native American communities, business, religious, cultural and civil rights organizations, as well as distinguished individuals who belong to these communities.,  The year that appears next to the website title in the contents list indicates the date that the website was first archived. Archived versions of the site from later dates may also be available."
11,umich-bhl-2014031,Tribe,1,subjects,"African American churches -- Michigan -- Detroit., African American churches -- Michigan -- Southfield., African American Episcopalians -- Michigan -- Detroit., African American judges -- Elections -- Michigan., African American men -- Michigan -- Detroit., African American Muslims -- Michigan., African American public worship -- Michigan -- Detroit., African American women -- Michigan., African American women lawyers -- Michigan., African American youth -- Michigan -- Detroit., African Americans -- Michigan -- Detroit., African Americans -- Michigan -- Washtenaw County -- History., African Americans -- Museums -- Michigan -- Washtenaw County., African Americans -- Religious life -- Michigan -- Detroit., African Americans -- Religious life -- Michigan -- Southfield., Arab American business enterprises -- Michigan., Arab Americans -- Civil rights -- Michigan., Arab Americans -- Civil rights -- United States., Arab Americans -- Michigan., Arab Americans -- Michigan -- Dearborn., Arab Americans -- Michigan -- Detroit., Arab Americans -- Michigan -- Detroit -- Periodicals., Arab Americans -- Michigan -- Livonia., Arab Americans -- Periodicals., Arab Americans -- United States., Arab Americans -- United States -- History., Asian Americans -- Michigan., Baptists -- Michigan -- Detroit., Boards of trade -- Michigan., Businesspeople -- Michigan., Chaldean Catholics -- Michigan -- Detroit., Charities -- Michigan -- Detroit., Chinese Americans -- Michigan -- Detroit., Chinese Americans -- Societies, etc. -- Michigan -- Detroit., Chippewa Indians., Chippewa Tribe., Christianity and other religions -- Islam., Commerce and industry., Communities -- Michigan., Community centers -- Michigan., Druze women -- Michigan., Druzes -- United States., East Indian Americans -- Michigan., East Indian Americans -- United States., Education -- Michigan -- Detroit., Environmental justice -- Michigan., Ethnic communities., Ethnic relations -- Michigan., Filipino Americans -- Michigan., Fisheries -- Great Lakes (North America), Fishery law and legislation -- Michigan., Fishery management -- Michigan., Fishery management -- Great Lakes (North America), German Americans -- Michigan -- Newspapers., German Americans -- United States -- Newspapers., Germans -- Michigan -- Newspapers., Germans -- United States., Hispanic Americans -- Michigan -- Periodicals., Hispanic Americans -- United States -- Periodicals., Housing policy -- Michigan -- Religious aspects., Hurley, George W. African-American churches -- Michigan -- Detroit., Immigrants -- Health and hygiene -- Florida., Immigrants -- Health and hygiene -- Michigan., Immigrants -- Health and hygiene -- Ohio., Immigrants -- Health and hygiene -- Texas., Immigrants -- Health and hygiene -- United States., Immigrants -- Michigan., Indians of North America -- Great Lakes (North America), Indians of North America -- Michigan., Indians of North America -- Periodicals., Iraqis -- Michigan -- Detroit., Islam -- Michigan., Islamic education -- Michigan., Islamophobia -- Michigan., Islamophobia -- United States., Italian Americans -- Michigan -- Lansing., Lebanese Americans -- Michigan., Lebanese Americans -- Michigan -- Detroit., Lebanese Americans -- Social life and customs -- Michigan -- Detroit., Minorities -- Civil rights -- Michigan., Minorities -- Civil rights -- United States., Minorities -- Michigan., Monasteries -- Michigan -- Harper Woods., Mosques -- Michigan., Mosques as community centers -- Michigan., Muslims -- Civil rights -- Michigan., Muslims -- Civil rights -- United States., Muslims -- India., Muslims -- Michigan., Muslims -- Michigan -- Periodicals., Muslims -- Religious life -- Michigan., Ojibwa Indians -- Michigan., Ojibwa Indians -- Michigan -- Fishing -- Law and legislation., Ojibwa Indians -- Michigan -- Legal status, laws, etc., Ojibwa Indians -- Michigan -- Treaties., Orientalism -- United States., Orthodox Eastern monasteries -- Michigan -- Harper Woods., Ottawa Indians -- Michigan -- Fishing -- Law and legislation., Ottawa Indians -- Michigan -- Legal status, laws, etc., Ottawa Indians -- Michigan -- Treaties., Pacific Islander Americans -- Michigan., Palestinian Americans -- Michigan., Polish Americans -- Michigan -- Detroit., Politics and public policy., Popular music -- United States., Potawatomi Indians -- Great Lakes Region (North America), Potawatomi Indians -- Middle West., Race relations -- Economic aspects -- Michigan -- Detroit., Racism -- United States., Religion., Russian Americans -- Michigan., Russian Americans -- Michigan -- Directories., Russkaia pravoslavnaia tserkov' zagranitsei­., Sermons, American. -- Michigan -- Detroit., Social justice., Stereotypes (Social psychology) -- United States., Taiwanese Americans -- Michigan., Taiwanese Americans -- Societies, etc. -- Michigan., Transportation and state -- Michigan -- Religious aspects., Women -- Charities., Women in Michigan., Yemeni Americans -- Michigan., Yemeni Americans -- United States., Youth -- Michigan -- Detroit."
12,umich-bhl-2014031,Tribe,3,geognames,"Ann Arbor (Mich.), Battle Creek (Mich.), Bay Mills Indian Community, Michigan., Bay Mills (Mich.), Chippewa Tribe., Dearborn (Mich.), Detroit (Mich.), Detroit (Mich.) -- Economic conditions., Detroit (Mich.) -- Race relations., Flint (Mich.), Florida., Fulton (Mich.), Grand Rapids (Mich.), Grand Traverse Band of Ottawa and Chippewa Indians, Michigan., Grand Traverse (Mich.), Great Lakes (North America), Harbor Springs (Mich.), Harper Woods (Mich.), India., Israel., Jackson (Mich.), Kalamazoo (Mich.), Keweenaw Bay (Mich. : Bay), Lansing (Mich.), Livonia (Mich.), Manistee (Mich.), Michigan. District Court (36th district) -- Elections., Middle West., Mount Pleasant (Mich.), Muskegon (Mich.), Oakland County (Mich.) -- Newspapers., Ohio., Palestine., Pokagon Band of Potawatomi Indians, Michigan and Indiana., Rām Allāh., Ramlah (Israel), Saginaw Chippewa Indian Tribe of Michigan., Saginaw (Mich.), Sault Sainte Marie (Mich.), Sault Ste. Marie Tribe of Chippewa Indians of Michigan., Southfield (Mich.), Texas., Troy (Mich.) -- Newspapers., Wyoming (Mich.)"
13,umich-bhl-8516,Dwelling,1,subjects,"Antislavery movements -- United States., Arts -- Michigan -- Concord -- Societies, etc., Banks and banking -- Michigan -- Concord., Business records., Fire departments -- Michigan -- Concord., Freemasonry -- Michigan -- Concord., General stores -- Michigan -- Concord., Railroads -- Michigan -- Concord., Schools -- Michigan -- Concord., Women -- Michigan -- Concord -- Societies and clubs., Agricultural equipment., Automobile service stations -- Michigan -- Concord., Bands., Bars., Baseball., Basketball., Blacksmithing., Business enterprises -- Michigan -- Concord., Camping., Canoes., Carriages and coaches., Centennial celebrations., Children., Churches -- Michigan -- Concord., City & town life -- China., Courtship., Dwellings -- Michigan -- Concord., Farming., Fires., Football., Freemasonry., Hearses., Hunting -- Michigan., Laborers., Lumber industry., Mills -- Michigan -- Concord., Parades and processions., People with disabilities., Picnics., Railroad accidents., Railroad stations -- Michigan -- Concord., Railroads -- Michigan -- Concord., Schools -- Michigan -- Concord., Soldiers -- American., Streets -- Michigan -- Concord., Underground railroad system., Women."
14,umich-bhl-8516,Dwelling,1,geognames,"Concord (Mich.), Concord (Mich.) -- History., Horton (Mich.), Jackson County (Mich.), Michigan -- Social life and customs -- 1831-1840., Michigan -- Social life and customs -- 1841-1850., Michigan -- Social life and customs -- 1851-1860., Michigan -- Social life and customs -- 1861-1870., Michigan -- Social life and customs -- 1871-1880., Michigan -- Social life and customs -- 1881-1890., Michigan -- Social life and customs -- 1891-1900., Colon (Mich.), Concord (Mich.) -- Business enterprises., Concord (Mich.) -- Churches., Concord (Mich.) -- Dwellings., Concord (Mich.) -- Panoramic views., Concord (Mich.) -- Schools., Concord (Mich.) -- Streets., Fort Custer (Mich.), Mussey (Mich.), Spring Arbor (Mich.), Swains Lake (Mich.), United States -- History -- Civil War, 1861-1865."
15,umich-bhl-8516,slave,1,subjects,"Antislavery movements -- United States., Arts -- Michigan -- Concord -- Societies, etc., Banks and banking -- Michigan -- Concord., Business records., Fire departments -- Michigan -- Concord., Freemasonry -- Michigan -- Concord., General stores -- Michigan -- Concord., Railroads -- Michigan -- Concord., Schools -- Michigan -- Concord., Women -- Michigan -- Concord -- Societies and clubs., Agricultural equipment., Automobile service stations -- Michigan -- Concord., Bands., Bars., Baseball., Basketball., Blacksmithing., Business enterprises -- Michigan -- Concord., Camping., Canoes., Carriages and coaches., Centennial celebrations., Children., Churches -- Michigan -- Concord., City & town life -- China., Courtship., Dwellings -- Michigan -- Concord., Farming., Fires., Football., Freemasonry., Hearses., Hunting -- Michigan., Laborers., Lumber industry., Mills -- Michigan -- Concord., Parades and processions., People with disabilities., Picnics., Railroad accidents., Railroad stations -- Michigan -- Concord., Railroads -- Michigan -- Concord., Schools -- Michigan -- Concord., Soldiers -- American., Streets -- Michigan -- Concord., Underground railroad system., Women."
16,umich-bhl-8516,slavery,1,subjects,"Antislavery movements -- United States., Arts -- Michigan -- Concord -- Societies, etc., Banks and banking -- Michigan -- Concord., Business records., Fire departments -- Michigan -- Concord., Freemasonry -- Michigan -- Concord., General stores -- Michigan -- Concord., Railroads -- Michigan -- Concord., Schools -- Michigan -- Concord., Women -- Michigan -- Concord -- Societies and clubs., Agricultural equipment., Automobile service stations -- Michigan -- Concord., Bands., Bars., Baseball., Basketball., Blacksmithing., Business enterprises -- Michigan -- Concord., Camping., Canoes., Carriages and coaches., Centennial celebrations., Children., Churches -- Michigan -- Concord., City & town life -- China., Courtship., Dwellings -- Michigan -- Concord., Farming., Fires., Football., Freemasonry., Hearses., Hunting -- Michigan., Laborers., Lumber industry., Mills -- Michigan -- Concord., Parades and processions., People with disabilities., Picnics., Railroad accidents., Railroad stations -- Michigan -- Concord., Railroads -- Michigan -- Concord., Schools -- Michigan -- Concord., Soldiers -- American., Streets -- Michigan -- Concord., Underground railroad system., Women."
17,umich-bhl-851733,Dwelling,2,subjects,"Afro-Americans -- Michigan., Conservation of natural resources -- Michigan., Elections -- Michigan -- 1912., Elections -- Michigan -- 1914., Indians of North America -- Michigan., Jews -- Michigan., Presidents -- United States -- Election -- 1912., Prohibition -- Michigan., Radicalism -- Michigan -- Ann Arbor., Temperance -- Michigan., Women -- Suffrage -- United States., Spanish-American War, 1898., Greek letter societies -- Michigan -- Ann Arbor., Students, Foreign -- Michigan -- Ann Arbor., Hazing -- Michigan -- Ann Arbor., World War, 1914-1918 -- Education and the war., World War, 1914-1918 -- Michigan -- Ann Arbor., Immigrants -- United States., Dwellings -- Michigan -- Ann Arbor., Dwellings -- New Hampshire., Streets -- Michigan -- Ann Arbor., Women's resources -- biographical information in finding aid."
18,umich-bhl-851733,Dwelling,2,geognames,"United States -- Emigration and immigration., Hillsdale (Mich.), Philippines -- History -- 1898-1946., Ann Arbor (Mich.) -- Dwellings., Ann Arbor (Mich.) -- Streets., Camp Davis (University of Michigan), Monroe Street (Ann Arbor, Mich.), New Hampshire -- Dwellings."
19,umich-bhl-851733,Colonial,1,bioghist,"Harry Burns Hutchins was born near Lisbon, New Hampshire, on April 8,1847 and received his preparatory education in the east. However, from the time he entered the University of Michigan as an undergraduate, his life and work were closely tied to Michigan. As a student, Hutchins was a member of the Alpha Delta Phi fraternity and an editor of the University Chronicle. He was the first student to receive a degree from James B. Angell in 1871, and upon graduation worked for a year as superintendent of the Owosso schools. Hutchins returned to the university as an instructor in rhetoric and history and became an assistant professor a year later. During the three years he held that post, he studied law and began practicing law in Mount Clemens in 1876. , On December 27, 1872, Harry B. Hutchins married Marry Louise Crocker, of Birmingham, Michigan. Mary was born on January 14, 1857, the daughter of Fandira Emery Crocker and Thomas Martin Crocker. She was a descendent of Thomas Hooker, founder of Hartford, Connecticut, and Deacon William Crocker, one of the early settlers of Cape Cod, Massachusetts. Mrs. Hutchins graduated from Mt. Clemens High School in 1869. , In 1884, Mr. Hutchins returned to the University of Michigan as Jay Professor of Law. His teaching and organizational skills were recognized by Cornell University which invited him to organize its law school in 1887. He later returned to Ann Arbor and was appointed dean of the University of Michigan's Department of Law in 1895. He served as interim president of the university in 1897-98 while President Angell was serving as envoy to Turkey, and again in 1909-10 after Angell's resignation. In spite of Hutchins reluctance to accept the appointment as president at age 63, the Regents prevailed upon him, and he agreed to serve for five years. Letters of July 5, 1910, to Regents Leland and Knappen (box 2, folder 1) detail the conditions of his acceptance; numerous letters in the next few months replying to congratulatory messages he received, reiterate his doubts and hesitation. However, once in office he applied himself to the job with diligence. Hutchins believed that the university should be a leader and a contributor to the public good. Toward that end, he travelled extensively in his first year in office lecturing and meeting with alumni to encourage their support of the university by establishing active regional alumni organizations. He also oversaw the beginnings of an extension service to better serve the people of the Michigan. At first only a kind of speakers' bureau, which arranged for university professors to lecture to various groups outstate, it later added courses in outlying localities for which university credit could be earned., President Hutchins took a personal interest in students, often inviting them to call on him, but he was also a strict disciplinarian who held students to a high standard of academic work and personal morality. His term in office was extended beyond five years by the demands of World War I, and he served until 1920., Mr. and Mrs. Hutchins hosted many friends and distinguished guests, including U.S. President William H. Taft, to their home in Ann Arbor and their summer cottage in Cotuit, Massachusetts. Mary Hutchins was a member of many organizations including the Daughters of the American Revolution, a Regent of the Sarah Caswell Angell Chapter, the National Committee for the American flag, the Michigan Chapter of Colonial Dames, the American Association of University Women (Ann Arbor branch), the Faculty Women's Club, and a founding member of the Ann Arbor Women's Club. Mary Hutchins died of a heart attack on August 2, 1927. , After his retirement in 1920, Hutchins became President Emeritus and continued to serve the university in various capacities until his death. Harry B. Hutchins died on January 25, 1930."
20,umich-bhl-851764,Colonial,2,abstract,"Justice on the Philippine Supreme Court, founder of the Law School of the University of the Philippines, and attorney general of Puerto Rico. Correspondence, scrapbooks, printed reports, articles, and legal opinions, diplomas, citations, memorabilia, manuscript of book, 1956, entitled, ""Sunset of Colonialism: memoirs of an American Colonial Careerist"": decisions, 1909-1939, made while a jurist in the Philippines; copies of addresses and legal articles; and photographs."
21,umich-bhl-851764,Colonist,1,subjects,"Judges -- Philippines., Law., Lawyers -- Philippines., Capitols -- Michigan -- Lansing., Colonists., Judges -- Philippines."
22,umich-bhl-851764,Colonists,1,subjects,"Judges -- Philippines., Law., Lawyers -- Philippines., Capitols -- Michigan -- Lansing., Colonists., Judges -- Philippines."
23,umich-bhl-851917,Dwelling,2,subjects,"Businesswomen -- Michigan., Automobiles -- 1941-1950., Children., Children playing., Children's parties., Dwellings., Dwellings -- Michigan -- Harbor Beach., Families., Funeral rites and ceremonies., Horseback riding., Interiors., Recreation., Soldiers -- American -- Philippines., Travel., Weaving., Women."
24,umich-bhl-851917,Dwelling,1,geognames,"Birmingham (Mich.), Philippines -- History -- 1898-1946., Philippines -- History -- 1946-1986., Harbor Beach (Mich.) -- Dwellings., Japan., Philippines -- History -- 1898-1946., Philippines -- History -- 1946-1986., Philippines -- Economic conditions -- 1946-1986."
25,umich-bhl-852089,Dwelling,1,subjects,"Agriculture -- Michigan -- Washtenaw County., Art., Artists., Education -- Michigan -- Bridgewater., Farm life -- Michigan -- Washtenaw County., Schools -- Hawaii., Spanish-American War, 1898., Teachers -- Hawaii., Teachers -- Michigan -- Bridgewater., Travelers., Carriages and coaches., Dwellings -- Michigan -- Bridgewater., Spanish-American War, 1898."
26,umich-bhl-852089,Dwelling,1,geognames,"Bridgewater (Mich.), Brooklyn (Mich.), Clinton (Lenawee County, Mich.), Hawaii., Michigan -- Social life and customs -- 1841-1850., Michigan -- Social life and customs -- 1851-1860., Michigan -- Social life and customs -- 1861-1870., Michigan -- Social life and customs -- 1871-1880., Michigan -- Social life and customs -- 1881-1890., Michigan -- Social life and customs -- 1891-1900., Michigan -- Social life and customs -- 19th century., Bridgewater (Mich.) -- Dwellings., Hawaii., Philippines., Santa Mesa (Philippines)"
27,umich-bhl-85217,Dwelling,1,subjects,"Women -- Michigan -- Ann Arbor., Women -- Michigan -- Detroit., Women -- Michigan -- Benzonia., Children., Dwellings -- Michigan -- Milford., Railroads -- Michigan., Schools -- Michigan -- Benzonia."
28,umich-bhl-85217,Dwelling,1,geognames,"Benzonia (Mich.), Philippines -- History -- 1898-1946., Benzonia (Mich.), Beulah (Mich.), Crystal Lake (Mich. : Lake), Milford (Mich.) -- Dwellings., Philippines -- History -- 1898-1946."
29,umich-bhl-85419,Igorot,1,scopecontent,"The collection includes official constabulary documents, including orders and promotion and appointment material. In addition, there are biographical sketches of residents of Ifugao Subprovince and miscellaneous clippings and printed material. Spanish-language ""Record Historico. Del Settlement de Quiangan, Sub-Provincia Ifugao, Provincia Montafiosa"" (translated from Spanish as ""Historical Record of the Quiangan Settlement, Ifugao Sub-Province, Montafiosa Province"") by Lt. Maximo Meimban, describes Ifugao land and villages. Within the Photograph series will be found six albums containing photos of Philippine Constabulary and U.S. Army personnel, and other colonial officials, Philippine people of the Mountain and Nueva Vizcaya provinces including Bontoc, Igorot, and Ifugao people, headhunter ceremony, travel in China, and a visit of Dean C. Worcester to Ifugao."
30,umich-bhl-85710,Dwelling,1,subjects,"Depressions -- 1929 -- Michigan -- Detroit., Women in politics -- Michigan., World War, 1939-1945., African Americans -- Michigan., Banquets., Crowds., Dwellings -- Michigan -- Harbor Beach., Governors -- Michigan., Horseback riding., Housing., Mayors -- Michigan -- Detroit., Political elections., Smoking., Women -- Political life."
31,umich-bhl-85710,Dwelling,1,geognames,"Michigan -- Politics and government -- 1929-1938., Michigan -- Politics and government -- 1837-1950., Detroit (Mich.) -- Mayors., Detroit (Mich.) -- 1935., Harbor Beach (Mich.) -- Dwellings."
32,umich-bhl-85824,Dwelling,2,subjects,"Arbitration, International., Banks and banking -- Michigan., Civil rights -- Michigan., Civil service., Cold war., Constitutional law -- United States., Crime., Debts, Public -- United States., Depressions -- 1929 -- Michigan., Elections -- Michigan -- 1932., Elections -- Michigan -- 1934., Immigrants -- Michigan., Jewish-Arab relations., Judges -- Michigan -- Detroit., Juvenile delinquency -- Michigan., Labor unions -- Michigan., Lawyers -- Michigan -- Detroit., Municipal government -- Michigan., Oral history., Prohibition -- Michigan., Sit-down strikes -- Michigan., Taxation -- Michigan., Temperance -- Michigan., Trusts, Industrial., Women -- Suffrage -- United States., Women's rights -- United States., World War, 1914-1918., World War, 1914-1918 -- Finance -- United States., World War, 1939-1945., Dwellings -- Michigan -- Detroit., Dwellings -- Michigan -- Nirvana., Golf., Lumber industry., Schools -- Michigan., Women."
33,umich-bhl-85824,Dwelling,2,geognames,"Clare (Mich.), Detroit (Mich.), Hawaii., Mexico -- Frontier troubles -- 1910-, Michigan -- Emigration and immigration., Michigan -- Politics and government -- 1837-1950., Michigan -- Politics and government -- 1951-, Michigan -- Politics and government -- 1917-1921., Michigan -- Politics and government -- 1922-1928., Michigan -- Politics and government -- 1929-1938., Michigan -- Politics and government -- 1939-1945., Michigan -- Politics and government -- 1946-1960., Nirvana (Mich.), Philippines -- History -- 1898-1946., Wayne County (Mich.), Detroit (Mich.) -- Dwellings., Foxville (Mich.), Nirvana (Mich.) -- Dwellings."
34,umich-bhl-85884,Dwelling,1,subjects,"African Americans., Conservation of natural resources -- Michigan., Cycling., Elections -- Michigan -- 1894., Elections -- Michigan -- 1896., Elections -- Michigan -- 1904., Elections -- Michigan -- 1908., Elections -- Michigan -- 1910., Elections -- Michigan -- 1912., Elections -- Michigan -- 1914., Elections -- Michigan -- 1916., Elections -- Michigan -- 1918., Elections -- Michigan -- 1920., Elections -- Michigan -- 1922., Elections -- Michigan -- 1924., Elections -- Michigan -- 1926., Elections -- Michigan -- 1928., Elections -- Michigan -- 1930., Elections -- Michigan -- 1932., Elections -- Michigan -- 1934., Elections -- Michigan -- 1936., Street-railroads -- Michigan., Temperance -- Michigan., World War, 1914-1918., Bicycles and tricycles., Cemeteries -- Michigan -- Ann Arbor., Cycling -- Michigan -- Ann Arbor., Dwellings -- Michigan -- Ann Arbor., Forestry., Lumber industry., Streets -- Michigan -- Ann Arbor."
35,umich-bhl-85884,Dwelling,1,geognames,"Ann Arbor (Mich.), Belgium., Hawaii., Michigan -- Politics and government -- 1837-1950., Michigan -- Politics and government -- 1877-1898., Michigan -- Politics and government -- 1899-1916., Michigan -- Politics and government -- 1917-1921., Michigan -- Politics and government -- 1922-1928., Michigan -- Politics and government -- 1929-1938., Philippines -- History -- 1898-1946., Ann Arbor (Mich.) -- Dwellings., Ann Arbor (Mich.) -- Streets."
36,umich-bhl-85899,Hygiene,1,corpnames,"Republican Party (Mich.), University of Michigan -- Administration., University of Michigan -- Faculty., University of Michigan. Homoeopathic Medical School., University of Michigan. President., University of Michigan -- Students -- Social life and customs -- 1921-1930., Alumni Memorial Hall (University of Michigan), Hill Auditorium (University of Michigan), President's House (University of Michigan), University of Michigan -- Buildings., University of Michigan -- Commencements -- 1921-1930., University of Michigan -- Students., William L. Clements Library., American Association for International Cooperation., American Birth Control League., American Council on Education., American Social Hygiene Association., Anti-Saloon League of America., International Anti-Narcotic League., International Narcotic Education Association., National Association for the Advancement of Colored People., National Council for Prevention of War (U.S.), National Movement for Law Enforcement., Non-Partisan Association for the League of Nations."
37,umich-bhl-85899,Hygiene,1,bioghist,"Marion Le Roy Burton grew up in Minneapolis, Minnesota, to which his family had moved from Brooklyn, Iowa, soon after his birth on August 30, 1874. Although he had to go to work after only one year of high school, he later completed his preparation at Carleton Academy, and graduated from Carleton College in 1900. He married Nina Moses the same year. Burton earned a Bachelor of Divinity degree from Yale in 1906, and a Ph.D. in 1907. After teaching theology at Yale and serving as pastor of a church for several years, Burton was elected president of Smith College, where he remained until he became president of the University of Minnesota in 1910. In the spring of 1920 he was chosen to become the sixth president of the University of Michigan, and served from September 1920 until his death in February 1925.,  President Burton was known for his warm personality, organizational ability, and the power of his oratory, which was used to good effect to convince the Michigan Legislature of the university's great need for new buildings and increased funding for educational programs. He lent his talents to the national political scene when he gave the speech nominating Calvin Coolidge as the Republican Party's presidential candidate in 1924. Respected and well-liked by his colleagues, he worked tirelessly to carry out his broad vision of education. During his regrettably short tenure, he laid a solid foundation for the growth of the university, both academically and physically, between the two world wars.,   University of Michigan history during the Burton presidency,  When Marion L. Burton became president in October 1920, he immediately faced the need to accommodate a greatly increased student population through the expansion of departments, and the addition of new subject areas. The pressing need for more physical space resulted in an extensive building program, and the changing academic needs led to departmental additions and re-organizations. This rapid expansion of the university following World War I also necessitated various administrative changes.,  The most visible accomplishment of the Burton Administration was the expansion of the physical facilities of the campus. Following a campus-wide survey of needs, President Burton and the regents devoted their energies and attention to securing a multi-million dollar appropriation from the state legislature. When this was successfully accomplished, a comprehensive building program was adopted. With regental approval, it was put under the jurisdiction of the Committee of Five, consisting of the president and secretary of the university, Regent William L. Clements, Albert Kahn, consulting architect of the project, and Psychology Professor John F. Shepard, who acted as supervisor of plans. In June 1921, the regents decided to start the program with an addition to the Dental Clinic, completion of the University Hospital, and the construction of East Engineering, East Physics, and University High School buildings. In addition, generous private donations provided for the building of Clements Library, and the Lawyers' Club group. President Burton's untimely death in February 1925 denied him the opportunity to see all these plans completed.,  Perhaps the most vexing question of the many problems faced by President Burton in the early years of his tenure was that of the Homeopathic Medical School and Hospital. The action of the state legislature in cutting off funding for a separate school and hospital drew the attention of homeopathic doctors in the state and nation resulting in a blizzard of letters and editorials protesting any move to change the school or hospital. Nevertheless the unit was disbanded in 1921-22, when homeopathic teaching and medical care were incorporated into the University Medical School and Hospital.,  This was also a period of turbulence and re-organization in the Medical School and Hospital apart from the issues raised by the closing of the Homeopathic School and Hospital. Some major issues were whether faculty should be ""full-time"" or allowed to treat and receive fees from outside patients; the obligation of the hospital to treat indigent patients; the administrative relationship of the Hospital to the Medical School; the need for a separate Nursing School; and whether the Hospital should be self-supporting or funded by the Medical School since patients were used for teaching.,  The period 1920-25 saw the establishment of a number of academic units as separate schools, and changes and additions to the curriculum of others. The School of Education was established by the Board of Regents in May 1921, and Allen S. Whitney, who had held the chair of Pedagogy in the College of Literature, Science, and the Arts, was appointed dean. Under his leadership a university high school and an elementary school were established in 1922 and 1927 respectively, to meet the needs of the practical aspects of teacher training. A growing public awareness of the desirability of teaching health and hygiene in the public schools led to the development of the Department of Physical Education in the School of Education. In 1923-24, Dr. Margaret Bell became Associate Professor of Women's Physical Education but this work was felt to be more appropriate under the University Health Service. In further recognition of its public health obligations, the university organized a Division of Hygiene and Public Health in 1921. In the beginning this encompassed work in public health, physical education, intramural sports, and was closely related to the University Health Service. Eventually, these areas were divided into separate units.,  President Burton's belief that a creative artist on campus would be an inspiration to the whole university community, persuaded the regents to raise funds and authorize a Fellowship in Creative Art. Former Governor Chase S. Osborn donated funds for the first year, and Robert Frost accepted the fellowship for 1921-22. He was also on campus for the better part of following year.,  Social workers throughout the state wanted better training for their profession and their efforts led to the development of a curriculum in social work in May 1921. The Department of Industrial Research became the Department of Engineering Research in October 1920 and included the Industrial Research Laboratory which undertook research projects for Michigan's growing manufacturing industries.,  Although not formally established until 1926, plans were under way to set up a Department of Library Science. Considerable attention was given to separating the study of architecture from the School of Engineering and to incorporating an already existing correlated School of Music into the university, but neither was actually accomplished during President Burton's tenure.,  Soon after taking office, President Burton re-organized the committee structure of the Board of Regents from a system of each regent overseeing one college or school to that of committees concerned with overall functions of the university, such as Educational Policies, Student Welfare, Finance, Buildings & Grounds. Regent Lucius L. Hubbard was engaged in re-writing the university by-laws. The staffing of the president's office was enlarged, and a presidential assistant, Professor Frank Robbins, was added. The establishment of new units required the development of appropriate management plans, while older units saw shifts in their governance, such as the change in jurisdiction of the Nichols Arboretum from the Department of Botany to the Board of Regents.,  During his first year, President Burton established the office of Dean of Students and appointed Joseph A. Bursley to handle matters previously dealt with directly by the president or by various committees. The Dean of Students took over the Employment Bureau (previously run by the Student Christian Association), as well as the Student Loan Fund.,  Under President Burton the old system of departmental governance by a permanent head appointed by the administration was changed to one of chairpersons elected for a limited term and committees set up by the department. This system was started in the English Department in 1920, the Economics Department in 1921, and the Mathematics Department in 1922.,  The problem of student discipline which arose with the increased student population required the attention of the administration for some time, and work was started on a uniform code of student discipline, although it was not until later that the code was adopted.,  Various other issues received attention during President's Burton's tenure. Among the more important were the adoption of a system of retirement pay. For a number of years the Carnegie Foundation for the Advancement of Teaching had been providing ""retirement allowances"" to a limited number of professors. As this became inadequate to meet the needs of growing educational institutions, the Teachers Insurance Annuity Association was established, and university policies were adapted to the new system. This was also a period when renewed attention was given to the needs and interests of women students, including suitable housing and appropriate curriculum. In addition, the Student Christian Association was in need of re-vitalizing after a decline during the war years."
38,umich-bhl-86154,Insurrection,1,bioghist,"The United Spanish War Veterans Organization is open to veterans of three wars: the Spanish-American War, the Philippine Insurrection, and the Boxer Rebellion. In 1918-19, in the Ironwood area of Michigan's Upper Peninsula, veterans of these campaigns organized to form the John A. Bobb Camp No. 45 of the United Spanish War Veterans Organization. The purpose of the organization was both fraternal and social, as well as to petition members of Congress on behalf of veterans pension legislation."
39,umich-bhl-86227,slave,1,subjects,"Antislavery movements -- United States., Clergy -- Michigan -- Albion (Calhoun County), Justices of the peace -- Michigan -- Wayne County., Public schools -- Michigan -- Ann Arbor., Spouses of clergy -- Michigan -- Albion (Calhoun County), Temperance -- United States., Women -- Michigan -- Albion (Calhoun County), Women's rights -- United States., Women -- Suffrage -- United States."
40,umich-bhl-86227,slavery,1,subjects,"Antislavery movements -- United States., Clergy -- Michigan -- Albion (Calhoun County), Justices of the peace -- Michigan -- Wayne County., Public schools -- Michigan -- Ann Arbor., Spouses of clergy -- Michigan -- Albion (Calhoun County), Temperance -- United States., Women -- Michigan -- Albion (Calhoun County), Women's rights -- United States., Women -- Suffrage -- United States."
